0.0750988,0.0833333,-1,-1,-0.996198,-0.999726,-0.997516,-0.999804,-0.999484,-1,-0.998527,-1,0.664179,-0.731765,0.1537,-0.998527,-0.777778,-0.681103,5
0.44664,0.55,-1,-1,-0.790875,-0.993435,-0.796273,-0.996038,-0.833204,-0.87034,-0.873343,-0.755261,0.358209,-0.889412,0.719165,-0.768778,0.0303739,0.748779,7
0.889328,0.491667,-1,-1,-0.893536,-0.998487,-0.940373,-0.99842,-0.719597,-0.768233,-0.767305,-0.622759,0.242537,-0.898824,0.851992,-0.643594,-0.181382,0.778315,7
-0.083004,0.05,-1,-1,-0.980989,-0.999214,-0.982609,-0.999638,-0.989156,-1,-0.970545,-0.998441,0.589552,-0.644706,0.0891841,-0.970545,1,-0.690793,3
0.494071,-0.416667,-1,-1,-0.91635,-0.998685,-0.918012,-0.999503,-0.401498,-0.424635,-0.316642,-0.469992,0.317164,-0.188235,-0.370019,-0.316642,-0.465497,-0.639478,4
-0.747036,0.0916667,-1,-1,-0.870722,-0.997223,-0.960248,-0.997967,-0.946295,-0.975689,-0.904271,-0.962588,0.447761,-0.522353,0.0360531,-0.904271,0.627161,-0.743624,3
0.328063,-0.241667,-1,-1,-0.931559,-0.999283,-0.960248,-0.999573,-0.188226,-0.220421,-0.0765831,-0.276695,0.186567,-0.00941179,-0.525617,-0.0765831,-0.48048,-0.644569,4
-0.391304,-0.591667,-1,-1,-0.969582,-0.999582,-0.965217,-0.999444,0.530596,0.452188,0.699558,0.424786,-0.36194,0.435294,-0.685009,0.699558,-0.553272,-0.705454,2
-0.612648,-0.183333,-1,-1,-0.847909,-0.99752,-0.910559,-0.991472,-0.920991,-0.962723,-0.87187,-0.93297,0.354478,-0.482353,0.0664137,-0.87187,0.521469,-0.788411,3
0.581028,-0.758333,-1,-1,-0.927757,-0.998797,-0.932919,-0.997772,0.725794,0.65316,0.851252,0.660171,-0.384328,0.272941,-0.40038,0.851252,-0.622993,-0.747518,2
0.16996,-0.325,-1,-1,-0.91635,-0.998865,-0.895652,-0.994486,-0.670023,-0.662885,-0.597938,-0.753702,0.61194,-0.312941,-0.468691,-0.597938,-0.158055,-0.527789,1
0.272727,0.233333,-1,-1,-0.851711,-0.998063,-0.900621,-0.9979,-0.635941,-0.632091,-0.608247,-0.669525,0.578358,-0.517647,-0.104364,-0.608247,-0.594309,-0.583115,4
0.422925,0.458333,-0.333333,-1,-0.798479,-0.994532,-0.908075,-0.997578,-0.319391,-0.356564,-0.198822,-0.412315,0.19403,0.00235295,-0.552182,-0.198822,-0.385946,-0.638836,6
-0.541502,-0.291667,-1,-1,-0.958175,-0.999156,-0.972671,-0.999653,0.5559,0.508914,0.698086,0.448168,-0.152985,0.312941,-0.70019,0.698086,-0.604533,-0.678269,2
0.367589,-0.15,-1,-1,-0.828897,-0.997961,-0.95528,-0.998654,-0.556933,-0.643436,-0.419735,-0.619641,-0.0708955,0.0258824,-0.320683,-0.419735,-0.116987,-0.729589,5
-0.462451,0.0666667,-1,-1,-0.806084,-0.996424,-0.90559,-0.997592,-0.747999,-0.766613,-0.701031,-0.780203,0.458955,-0.451765,-0.089184,-0.683358,-0.226776,-0.549633,3
0.913043,-0.308333,-1,-1,-0.954373,-0.999373,-0.990062,-0.999957,-0.983475,-0.996759,-0.95729,-0.998441,0.570896,-0.607059,0.0474383,-0.95729,0.955556,-0.673329,5
-0.41502,-1,-1,-0.984791,-0.99994,-0.985093,-0.999936,-0.99277,-1,-0.979381,-1,0.615672,-0.670588,0.104364,-0.979381,1,-0.681103,,3
-0.264822,-0.225,-1,-1,-0.547529,-0.997135,-0.955279,-0.999255,-0.222825,-0.286872,-0.0780559,-0.315666,-0.022388,0.141176,-0.555977,-0.0780559,-0.393857,-0.678113,4
0.0909091,-0.15,-1,-1,-0.935361,-0.998032,-0.970186,-0.999392,-0.591015,-0.636953,-0.509573,-0.633671,0.220149,-0.249412,-0.172676,-0.509573,-0.345231,-0.716502,5
-0.565217,0.0833333,-1,-1,-0.988593,-0.999632,-0.985093,-1,-0.997418,-1,-0.992636,-1,0.649254,-0.712941,0.13852,-0.992636,0.111111,-0.681103,5
0.541502,0.425,-1,-1,-0.920152,-0.999126,-0.972671,-0.99946,-0.722696,-0.753647,-0.759941,-0.653936,0.365672,-0.849412,0.647059,-0.673049,-0.370207,0.78485,7
-0.936759,-0.491667,-1,-1,-0.946768,-0.998865,-0.932919,-0.998926,0.749032,0.664506,0.870398,0.699143,-0.473881,0.258824,-0.286527,0.870398,-0.617421,-0.772363,2
-0.588933,-0.858333,-1,-1,-0.969582,-0.999186,-0.920497,-0.998758,0.5559,0.406807,0.731959,0.510522,-0.858209,0.475294,-0.244782,0.731959,-0.476323,-0.796668,2
